GeneID	SRR16497780	SRR16497781	SRR16497782	SRR16497783	SRR16497784	SRR16497785
ENSG00000207546	0	0	0	0	0	0
ENSG00000207547	0	1	13	5	12	5
ENSG00000207548	0	0	0	0	0	0
ENSG00000207549	0	0	0	0	3	0
ENSG00000207550	0	0	1	0	1	4
ENSG00000207551	0	0	0	2	0	0
ENSG00000207552	0	0	0	0	0	0
ENSG00000207554	2	0	6	2	1	1
ENSG00000207559	1	0	0	0	0	0
ENSG00000207561	13	4	9	5	6	8
ENSG00000207562	0	0	0	0	0	0
ENSG00000207563	0	0	1	4	1	4
ENSG00000207568	0	0	0	0	0	0
ENSG00000207569	0	0	0	0	0	0
ENSG00000207571	2	1	0	0	0	0
ENSG00000207573	0	0	0	0	0	0
ENSG00000207574	0	5	8	7	5	3
ENSG00000207575	0	0	0	0	0	2
ENSG00000207577	0	0	0	0	0	0
ENSG00000207578	0	0	0	0	0	0
ENSG00000207579	0	0	0	0	0	0
ENSG00000207580	0	0	0	0	0	0
ENSG00000207581	9	0	4	3	2	0
ENSG00000207582	0	0	1	0	0	0
ENSG00000207583	0	0	0	0	0	0
ENSG00000207585	3	0	1	0	0	0
ENSG00000207586	0	0	0	0	0	0
ENSG00000207587	0	0	0	0	0	0
ENSG00000207588	0	0	5	1	1	5
ENSG00000207589	0	0	0	0	0	0
ENSG00000207590	0	0	1	0	0	2
ENSG00000207594	0	0	0	0	0	0
ENSG00000207595	0	0	5	1	0	0
ENSG00000207597	0	0	0	0	0	0
ENSG00000207598	0	0	0	1	0	0
ENSG00000207599	0	0	0	0	0	0
ENSG00000207600	0	0	0	0	2	0
ENSG00000207604	0	0	0	2	0	0
ENSG00000207605	0	1	2	1	1	3
ENSG00000207606	0	0	4	3	2	2
ENSG00000207607	0	0	0	0	0	0
ENSG00000207608	0	0	0	0	0	0
ENSG00000207609	0	0	11	3	2	2
ENSG00000207611	7	0	2	11	5	5
ENSG00000207612	1	1	0	3	2	6
ENSG00000207613	0	1	0	0	0	0
ENSG00000207614	3	2	0	0	0	6
ENSG00000207615	0	0	0	0	0	0
ENSG00000207616	0	0	0	0	0	0
ENSG00000207617	0	0	0	0	0	0
ENSG00000207619	0	0	0	0	0	0
ENSG00000207620	0	1	0	0	0	0
ENSG00000207622	23	6	18	9	23	2
ENSG00000207624	0	0	0	0	0	0
ENSG00000207625	0	2	0	0	0	0
ENSG00000207626	0	0	1	0	1	0
ENSG00000207627	0	1	2	0	0	0
ENSG00000207628	0	0	0	0	0	0
ENSG00000207629	0	1	0	0	0	0
ENSG00000207630	0	0	0	0	0	0
ENSG00000207631	9	16	7	4	2	4
ENSG00000207632	8	0	0	0	0	0
ENSG00000207633	0	3	2	0	0	1
ENSG00000207634	0	0	0	0	0	0
ENSG00000207635	0	0	0	0	0	0
ENSG00000207637	0	1	0	0	0	3
ENSG00000207638	0	1	0	1	0	0
ENSG00000207639	3	2	0	3	0	0
ENSG00000207641	0	4	0	0	0	0
ENSG00000207642	0	1	0	6	1	0
ENSG00000207644	0	0	0	0	0	0
ENSG00000207645	0	0	0	0	0	0
ENSG00000207646	0	0	0	0	0	0
ENSG00000207647	0	0	0	0	1	0
ENSG00000207649	0	1	0	0	0	0
ENSG00000207650	0	0	11	2	3	10
ENSG00000207651	0	0	0	0	0	1
ENSG00000207652	11	1	8	17	6	14
ENSG00000207653	0	5	0	0	1	0
ENSG00000207654	0	0	0	0	0	0
ENSG00000207656	0	2	0	0	1	0
ENSG00000207688	0	0	0	0	0	0
ENSG00000207689	1	0	0	0	0	0
ENSG00000207691	0	2	0	0	0	1
ENSG00000207692	0	0	0	0	0	0
ENSG00000207693	14	0	1	2	0	0
ENSG00000207695	0	0	0	0	0	2
ENSG00000207696	0	2	5	0	0	1
ENSG00000207697	6	3	2	3	0	0
ENSG00000207698	0	4	8	3	0	0
ENSG00000207699	0	0	0	0	1	0
ENSG00000207701	1	4	3	1	0	0
ENSG00000207702	0	0	0	0	0	0
ENSG00000207703	0	0	0	0	0	0
ENSG00000207704	0	0	0	0	0	0
ENSG00000207705	0	0	0	1	0	0
ENSG00000207706	0	1	0	0	0	0
ENSG00000207708	0	0	0	0	0	0
ENSG00000207711	0	0	0	2	0	0
ENSG00000207712	0	0	4	2	0	0
ENSG00000207713	0	0	0	0	0	0
ENSG00000207714	0	0	0	0	1	0
ENSG00000207716	0	0	0	0	0	0
ENSG00000207717	4	0	0	0	0	0
ENSG00000207719	6	3	13	2	1	3
ENSG00000207721	0	0	7	3	0	0
ENSG00000207722	0	0	0	0	0	0
ENSG00000207725	0	0	6	3	1	5
ENSG00000207726	0	4	4	2	1	0
ENSG00000207728	0	0	0	0	0	1
ENSG00000207729	0	4	1	0	0	0
ENSG00000207730	0	0	0	0	0	0
ENSG00000207731	0	0	0	0	0	0
ENSG00000207732	0	0	0	3	0	0
ENSG00000207734	0	0	0	0	0	0
ENSG00000207735	0	0	0	2	0	0
ENSG00000207736	0	2	2	4	0	1
ENSG00000207737	0	0	8	9	0	1
ENSG00000207738	4	0	0	0	0	0
ENSG00000207739	0	0	4	4	1	0
ENSG00000207741	0	10	35	13	11	7
ENSG00000207742	0	0	0	0	1	0
ENSG00000207743	2	0	0	0	0	0
ENSG00000207744	0	2	0	0	0	2
ENSG00000207746	1	4	3	1	4	0
ENSG00000207749	9	0	0	0	0	0
ENSG00000207750	0	0	8	0	1	1
ENSG00000207751	2	11	19	7	19	10
ENSG00000207752	3	0	4	3	0	2
ENSG00000207754	0	0	4	0	0	0
ENSG00000207755	0	0	0	0	0	0
ENSG00000207756	0	0	0	0	0	1
ENSG00000207757	4	1	4	0	6	0
ENSG00000207758	0	0	1	2	0	0
ENSG00000207759	0	0	3	0	0	0
ENSG00000207761	0	0	0	1	0	0
ENSG00000207762	0	0	0	0	0	0
ENSG00000207763	3	7	5	5	0	1
ENSG00000207766	0	0	0	0	0	0
ENSG00000207767	0	0	0	1	0	0
ENSG00000207768	0	0	0	0	0	0
ENSG00000207769	0	0	3	0	0	0
ENSG00000207771	0	0	0	0	0	0
ENSG00000207773	0	0	0	0	0	0
ENSG00000207775	0	1	0	0	0	0
ENSG00000207776	0	1	0	0	1	0
ENSG00000207778	0	0	0	0	0	0
ENSG00000207779	0	0	0	0	0	2
ENSG00000207780	4	2	9	8	9	8
ENSG00000207781	2	0	0	6	0	0
ENSG00000207782	0	1	1	0	0	0
ENSG00000207784	0	0	0	1	0	1
ENSG00000207785	0	4	0	0	0	1
ENSG00000207788	0	0	0	0	0	0
ENSG00000207789	0	1	2	1	0	0
ENSG00000207797	4	0	0	0	0	0
ENSG00000207798	0	0	0	0	0	0
ENSG00000207799	0	0	0	0	0	0
ENSG00000207800	0	0	0	0	0	0
ENSG00000207802	0	5	0	0	0	0
ENSG00000207803	0	1	0	0	1	0
ENSG00000207804	0	0	0	0	0	0
ENSG00000207805	0	1	0	2	0	18
ENSG00000207807	0	0	0	0	0	0
ENSG00000207808	4	0	3	2	0	0
ENSG00000207810	0	0	0	0	0	0
ENSG00000207811	0	0	0	0	0	0
ENSG00000207813	0	1	0	0	0	0
ENSG00000207814	3	0	0	0	0	0
ENSG00000207815	0	7	13	3	0	0
ENSG00000207816	0	0	0	0	0	0
ENSG00000207818	0	0	0	0	0	0
ENSG00000207820	2	1	3	0	2	1
ENSG00000207821	0	2	7	2	4	2
ENSG00000207825	0	0	0	0	0	0
ENSG00000207826	0	0	0	2	0	0
ENSG00000207827	2	0	1	0	2	0
ENSG00000207837	0	0	0	0	0	0
ENSG00000207838	0	0	0	0	0	0
ENSG00000207839	0	0	2	0	0	1
ENSG00000207861	0	1	0	2	0	0
ENSG00000207862	0	0	0	0	0	0
ENSG00000207863	6	3	1	3	0	0
ENSG00000207864	27	25	35	50	14	20
ENSG00000207866	0	0	0	0	0	0
ENSG00000207867	7	0	0	0	0	0
ENSG00000207868	0	0	0	0	0	0
ENSG00000207869	0	0	0	0	0	0
ENSG00000207870	3	8	34	7	6	13
ENSG00000207871	0	3	0	0	0	0
ENSG00000207873	0	0	0	0	0	0
ENSG00000207874	0	0	3	0	0	0
ENSG00000207922	0	0	0	0	1	0
ENSG00000207923	0	0	0	1	0	0
ENSG00000207924	1	1	0	0	0	0
ENSG00000207925	0	0	0	0	0	0
ENSG00000207926	3	4	7	3	8	4
ENSG00000207927	0	0	1	0	2	1
ENSG00000207930	0	2	0	2	1	0
ENSG00000207931	0	0	0	0	0	0
ENSG00000207932	12	1	4	0	0	0
ENSG00000207933	0	0	0	0	0	1
ENSG00000207934	0	0	0	0	0	0
ENSG00000207935	0	0	0	0	0	0
ENSG00000207938	0	0	0	0	0	0
ENSG00000207940	0	0	0	0	0	0
ENSG00000207941	5	0	0	2	0	0
ENSG00000207942	0	0	0	0	0	0
ENSG00000207943	0	0	1	0	0	0
ENSG00000207944	8	11	8	15	2	4
ENSG00000207946	0	0	1	0	0	0
ENSG00000207947	0	4	0	1	2	1
ENSG00000207948	0	0	0	0	0	0
ENSG00000207951	0	3	0	1	1	2
ENSG00000207952	0	1	0	1	4	0
ENSG00000207954	0	0	33	3	5	2
ENSG00000207955	25	5	33	37	14	9
ENSG00000207956	0	0	1	0	1	1
ENSG00000207957	0	0	0	0	1	0
ENSG00000207959	0	0	0	2	0	0
ENSG00000207960	2	0	8	3	8	0
ENSG00000207961	0	0	0	0	0	0
ENSG00000207962	0	0	0	0	0	0
ENSG00000207963	4	3	16	3	4	4
ENSG00000207965	5	2	0	0	3	0
ENSG00000207967	0	0	0	0	0	1
ENSG00000207969	0	0	1	0	1	0
ENSG00000207970	0	0	0	0	0	0
ENSG00000207971	0	1	7	2	0	3
ENSG00000207972	0	0	0	0	0	0
ENSG00000207973	20	8	8	7	4	3
ENSG00000207974	0	0	0	0	0	0
ENSG00000207975	0	0	3	1	0	3
ENSG00000207976	0	0	0	0	0	0
ENSG00000207978	0	0	0	0	0	0
ENSG00000207979	0	1	0	0	0	0
ENSG00000207980	2	0	6	3	2	0
ENSG00000207981	0	0	0	0	0	0
ENSG00000207982	0	0	0	0	0	0
ENSG00000207983	0	1	1	1	1	0
ENSG00000207984	0	0	3	0	0	0
ENSG00000207987	0	1	0	0	0	0
ENSG00000207988	0	0	2	3	1	0
ENSG00000207989	0	0	0	0	0	0
ENSG00000207990	0	0	0	0	0	0
ENSG00000207991	3	5	1	3	1	1
ENSG00000207992	0	0	0	0	0	0
ENSG00000207993	0	0	0	0	0	0
ENSG00000207994	0	0	0	0	0	2
ENSG00000207995	1	0	0	0	0	0
ENSG00000207996	0	0	0	0	0	0
ENSG00000207997	1	1	3	1	0	0
ENSG00000208000	0	0	0	0	0	0
ENSG00000208001	0	0	0	0	0	0
ENSG00000208002	0	0	2	0	0	1
ENSG00000208003	0	0	0	0	0	0
ENSG00000208004	0	0	0	0	0	0
ENSG00000208005	4	5	31	11	48	11
ENSG00000208006	0	0	0	4	0	0
ENSG00000208008	0	0	0	0	0	0
ENSG00000208009	0	3	5	5	6	3
ENSG00000208012	0	0	0	1	0	0
ENSG00000208013	0	0	0	0	0	0
ENSG00000208014	0	0	2	0	0	0
ENSG00000208015	0	0	0	0	0	0
ENSG00000208017	0	2	0	0	0	0
ENSG00000208018	4	0	11	3	1	2
ENSG00000208022	0	3	7	1	0	0
ENSG00000208023	0	1	0	1	3	1
ENSG00000208024	0	0	0	0	0	0
ENSG00000208025	0	0	4	1	4	0
ENSG00000208027	0	0	0	0	0	0
ENSG00000208028	13	5	5	2	1	12
ENSG00000208032	0	0	0	0	0	3
ENSG00000208033	9	2	0	0	0	0
ENSG00000208036	8	0	6	0	3	0
ENSG00000208037	0	5	3	6	3	1
ENSG00000208308	0	0	0	1	2	0
ENSG00000208772	11	6	10	11	6	6
ENSG00000208797	0	0	0	0	0	0
ENSG00000208839	0	0	0	0	0	0
ENSG00000208883	0	0	5	0	0	0
ENSG00000208892	0	0	2	0	2	2
ENSG00000209042	1	3	9	7	5	12
ENSG00000209082	0	0	0	0	0	0
ENSG00000209480	0	0	0	0	0	0
ENSG00000209482	0	0	18	7	16	10
ENSG00000209582	0	0	0	0	0	0
ENSG00000209645	0	0	0	2	0	0
ENSG00000209702	0	0	0	0	0	0
ENSG00000210049	0	5	0	8	2	0
ENSG00000210077	0	0	0	0	0	0
ENSG00000210082	8842	4280	6428	6022	4797	2495
ENSG00000210100	0	0	0	0	0	0
ENSG00000210107	0	0	0	0	0	0
ENSG00000210112	0	0	0	0	0	0
ENSG00000210117	0	0	0	0	0	0
ENSG00000210127	0	0	0	0	0	0
ENSG00000210135	0	0	0	0	0	0
ENSG00000210140	0	0	0	0	0	0
ENSG00000210144	0	0	0	0	0	0
ENSG00000210151	0	0	0	0	0	0
ENSG00000210154	0	0	0	0	0	0
ENSG00000210156	0	0	0	0	0	0
ENSG00000210164	0	0	0	0	0	0
ENSG00000210174	0	0	0	0	0	0
ENSG00000210176	0	0	0	0	0	0
ENSG00000210181	0	3	1	0	0	0
ENSG00000210184	0	0	0	0	0	0
ENSG00000210191	0	0	0	0	0	0
ENSG00000210194	0	0	0	0	0	0
ENSG00000210195	0	0	0	0	0	0
ENSG00000210196	14	11	7	19	6	11
ENSG00000210678	2	1	0	0	0	0
ENSG00000210709	0	0	0	0	0	0
ENSG00000210741	0	0	0	0	0	0
ENSG00000210825	0	0	0	0	0	0
ENSG00000210839	0	0	0	0	0	0
ENSG00000210841	0	0	0	1	0	0
ENSG00000211137	0	0	0	1	0	0
ENSG00000211445	1267	2240	10377	1911	1353	626
ENSG00000211448	2	185	1	61	5	288
ENSG00000211450	341	331	610	444	464	378
ENSG00000211451	8	11	10	14	3	10
ENSG00000211452	13	9	13	7	9	8
ENSG00000211454	8	4	20	14	7	11
ENSG00000211455	75	113	325	170	153	130
ENSG00000211456	86	164	522	281	235	364
ENSG00000211459	5141	2755	3068	4202	3191	1415
ENSG00000211460	199	264	911	556	418	658
ENSG00000211491	3	0	1	0	0	0
ENSG00000211513	1	0	1	1	0	4
ENSG00000211514	0	0	1	0	1	2
ENSG00000211520	0	0	0	0	0	0
ENSG00000211532	0	0	0	0	0	0
ENSG00000211538	0	0	0	0	0	2
ENSG00000211543	0	0	0	0	0	0
ENSG00000211563	0	0	0	0	0	0
ENSG00000211568	0	0	0	0	0	0
ENSG00000211574	0	0	0	0	0	0
ENSG00000211575	7	2	14	14	6	1
ENSG00000211578	0	0	0	0	0	1
ENSG00000211579	0	0	0	0	0	0
ENSG00000211580	1	0	0	1	3	0
ENSG00000211581	0	0	0	0	0	0
ENSG00000211582	0	1	0	0	0	0
ENSG00000211583	0	0	0	0	0	0
ENSG00000211584	56	76	187	174	90	124
ENSG00000211590	0	0	0	0	0	0
ENSG00000211591	0	0	0	0	0	0
ENSG00000211592	0	1	0	1	0	0
ENSG00000211593	0	0	0	0	0	0
ENSG00000211594	2	0	0	0	0	0
ENSG00000211595	0	0	0	0	0	0
ENSG00000211596	0	0	0	0	0	0
ENSG00000211597	0	0	0	0	0	0
ENSG00000211598	0	5	0	0	0	0
ENSG00000211599	8	0	0	0	0	0
ENSG00000211611	0	0	2	0	0	0
ENSG00000211623	0	0	0	2	3	0
ENSG00000211625	0	0	0	0	0	0
ENSG00000211626	0	0	0	0	0	0
ENSG00000211632	0	0	0	0	0	0
ENSG00000211633	0	0	0	0	0	0
ENSG00000211637	0	0	0	0	0	0
ENSG00000211638	5	0	0	0	0	0
ENSG00000211639	0	0	0	1	0	2
ENSG00000211640	0	1	0	0	0	0
ENSG00000211641	0	0	1	0	0	0
ENSG00000211642	5	0	0	2	1	1
ENSG00000211643	32	22	75	60	29	46
ENSG00000211644	6	8	31	22	13	6
ENSG00000211645	0	1	4	2	1	0
ENSG00000211647	1	1	0	1	0	0
ENSG00000211648	0	0	2	1	0	0
ENSG00000211649	0	3	0	0	0	0
ENSG00000211650	0	0	0	0	0	1
ENSG00000211651	0	1	0	10	0	0
ENSG00000211652	0	0	0	0	0	0
ENSG00000211653	2	0	0	0	1	0
ENSG00000211654	0	1	0	0	3	0
ENSG00000211655	0	4	0	0	0	0
ENSG00000211656	0	2	0	0	0	0
ENSG00000211657	2	0	0	0	0	2
ENSG00000211658	0	0	2	0	1	0
ENSG00000211659	0	2	0	0	0	0
ENSG00000211660	0	0	0	2	1	0
ENSG00000211661	0	0	2	1	0	0
ENSG00000211662	0	1	0	0	0	0
ENSG00000211663	3	0	0	2	0	0
ENSG00000211664	0	0	0	0	2	1
ENSG00000211665	0	5	3	3	0	1
ENSG00000211666	1	0	0	1	0	0
ENSG00000211667	0	0	0	0	1	0
ENSG00000211668	4	3	3	1	1	0
ENSG00000211669	0	1	0	0	0	0
ENSG00000211670	0	0	0	0	2	0
ENSG00000211672	0	0	0	1	0	0
ENSG00000211673	0	0	0	4	0	0
ENSG00000211674	0	0	0	0	0	0
ENSG00000211675	0	0	0	0	0	0
ENSG00000211676	0	1	0	0	0	0
ENSG00000211677	0	0	0	1	0	0
ENSG00000211678	0	0	0	0	0	0
ENSG00000211679	0	0	0	0	0	0
ENSG00000211680	0	1	0	0	1	0
ENSG00000211681	0	2	0	0	0	0
ENSG00000211682	0	0	0	0	0	0
ENSG00000211683	0	4	4	0	1	3
ENSG00000211684	3	0	0	0	0	0
ENSG00000211685	6	0	0	0	0	0
ENSG00000211687	0	7	0	0	0	0
ENSG00000211688	0	0	0	0	0	0
ENSG00000211689	0	9	3	0	1	0
ENSG00000211690	1	2	0	0	0	0
ENSG00000211691	0	0	0	0	0	0
ENSG00000211692	0	0	0	0	0	0
ENSG00000211693	0	0	1	0	0	0
ENSG00000211694	0	0	1	0	0	0
ENSG00000211695	0	1	0	3	1	0
ENSG00000211696	0	0	0	3	0	0
ENSG00000211697	0	0	0	1	0	0
ENSG00000211698	2	1	0	1	0	0
ENSG00000211699	2	0	0	4	0	1
ENSG00000211701	0	2	0	0	0	2
ENSG00000211706	0	3	0	0	0	0
ENSG00000211707	2	0	0	0	0	1
ENSG00000211710	5	3	0	0	0	0
ENSG00000211713	0	0	0	0	0	0
ENSG00000211714	0	1	0	0	0	0
ENSG00000211715	0	1	0	0	0	0
ENSG00000211716	0	0	0	1	1	0
ENSG00000211717	0	0	0	0	0	0
ENSG00000211720	3	0	1	0	0	0
ENSG00000211721	0	0	2	2	0	1
ENSG00000211724	0	1	0	0	0	0
ENSG00000211725	0	0	0	1	0	0
ENSG00000211727	0	2	2	0	0	0
ENSG00000211728	3	0	0	0	1	0
ENSG00000211731	0	0	0	0	3	0
ENSG00000211734	0	0	0	1	0	1
ENSG00000211739	0	0	0	1	0	0
ENSG00000211745	0	0	0	0	1	0
ENSG00000211746	0	0	1	0	0	0
ENSG00000211747	0	0	0	0	0	0
ENSG00000211749	2	0	0	0	1	0
ENSG00000211750	0	3	0	0	0	0
ENSG00000211751	4	3	0	1	1	0
ENSG00000211752	0	0	2	0	0	0
ENSG00000211753	0	0	0	0	1	0
ENSG00000211764	0	1	0	0	0	0
ENSG00000211765	0	2	0	1	0	0
ENSG00000211766	0	0	0	0	0	0
ENSG00000211767	0	0	0	0	0	0
ENSG00000211768	0	0	0	0	0	0
ENSG00000211769	0	0	0	0	0	0
ENSG00000211770	0	0	0	0	0	0
ENSG00000211771	0	0	0	0	0	0
ENSG00000211772	0	0	2	0	0	0
ENSG00000211776	7	0	0	1	1	2
ENSG00000211777	0	0	0	0	0	0
ENSG00000211778	0	0	2	0	0	0
ENSG00000211779	0	0	0	0	0	0
ENSG00000211780	3	0	2	0	0	0
ENSG00000211781	0	1	0	3	0	0
ENSG00000211782	3	2	0	0	0	0
ENSG00000211783	3	2	0	0	0	0
ENSG00000211784	0	0	0	0	0	0
ENSG00000211785	1	4	0	0	0	0
ENSG00000211786	0	1	0	0	0	0
ENSG00000211787	0	1	0	0	0	0
ENSG00000211788	0	0	3	0	0	1
ENSG00000211789	0	2	0	1	0	0
ENSG00000211790	11	0	0	1	0	1
ENSG00000211791	0	0	0	1	0	0
ENSG00000211792	8	2	0	0	0	0
ENSG00000211793	0	0	1	0	1	0
ENSG00000211794	0	0	0	0	0	0
ENSG00000211795	0	2	0	1	0	0
ENSG00000211796	0	2	0	0	0	0
ENSG00000211797	0	6	0	0	0	0
ENSG00000211798	4	0	1	0	0	0
ENSG00000211799	0	0	3	0	0	0
ENSG00000211800	2	0	0	4	2	0
ENSG00000211801	0	4	0	3	2	0
ENSG00000211802	0	1	0	0	1	0
ENSG00000211803	0	1	0	0	0	0
ENSG00000211804	0	0	0	0	0	0
ENSG00000211805	0	1	0	0	0	0
ENSG00000211806	0	3	0	3	0	0
ENSG00000211807	0	0	0	0	0	0
ENSG00000211808	0	0	1	0	0	0
ENSG00000211809	2	0	0	0	1	0
ENSG00000211810	0	1	1	0	0	0
ENSG00000211812	4	0	0	0	0	0
ENSG00000211813	0	2	0	0	0	0
ENSG00000211814	0	0	0	1	0	0
ENSG00000211815	0	3	0	2	0	3
ENSG00000211816	5	0	2	1	0	0
ENSG00000211817	0	0	0	4	0	0
ENSG00000211818	4	0	2	0	0	0
ENSG00000211819	0	1	1	0	0	0
ENSG00000211820	3	0	0	0	0	0
ENSG00000211821	0	0	1	3	0	1
ENSG00000211825	4	0	1	2	0	0
ENSG00000211826	0	0	0	5	0	0
ENSG00000211827	0	2	0	0	0	0
ENSG00000211828	0	2	1	4	0	0
ENSG00000211829	0	3	4	15	1	3
ENSG00000211831	0	0	0	1	0	0
ENSG00000211832	0	0	0	0	0	1
ENSG00000211833	0	4	0	0	0	0
ENSG00000211834	0	0	0	2	0	0
ENSG00000211835	0	0	0	0	0	0
ENSG00000211836	0	0	0	0	0	0
ENSG00000211837	0	0	0	0	0	0
ENSG00000211838	0	1	0	0	0	0
ENSG00000211839	0	0	0	0	0	0
ENSG00000211840	0	0	0	0	0	0
ENSG00000211841	0	0	0	0	0	0
ENSG00000211842	0	1	0	0	0	0
ENSG00000211843	0	0	0	0	0	0
ENSG00000211844	0	0	0	0	0	0
ENSG00000211845	0	0	0	0	0	0
ENSG00000211846	0	0	0	0	0	0
ENSG00000211847	0	0	0	0	0	0
ENSG00000211848	2	0	0	0	0	0
ENSG00000211849	0	0	0	0	0	0
ENSG00000211850	0	0	0	0	0	0
ENSG00000211851	3	0	0	0	0	0
ENSG00000211854	0	0	0	0	1	0
ENSG00000211855	7	0	0	0	0	0
ENSG00000211856	0	0	0	0	1	0
ENSG00000211857	0	0	1	0	0	0
ENSG00000211858	0	0	0	0	0	0
ENSG00000211859	0	0	0	0	0	0
ENSG00000211860	0	0	0	0	0	0
ENSG00000211861	0	1	0	0	0	0
ENSG00000211862	0	0	0	0	0	0
ENSG00000211863	0	0	0	3	0	0
ENSG00000211864	0	3	0	0	0	0
ENSG00000211865	1	0	0	0	0	0
ENSG00000211866	0	0	0	0	0	0
ENSG00000211867	0	0	0	0	0	0
ENSG00000211868	0	0	0	0	0	0
ENSG00000211869	0	0	1	1	0	0
ENSG00000211870	0	0	0	0	0	0
ENSG00000211871	0	0	0	1	0	1
ENSG00000211872	0	0	0	0	0	0
ENSG00000211873	0	0	1	0	0	0
ENSG00000211875	0	0	0	0	0	0
ENSG00000211876	0	0	0	0	0	1
ENSG00000211877	0	0	1	1	0	0
ENSG00000211878	0	0	0	0	0	0
ENSG00000211879	0	0	0	0	0	0
ENSG00000211880	0	0	0	0	0	2
ENSG00000211881	0	0	0	0	0	0
ENSG00000211882	0	0	0	0	0	0
ENSG00000211883	0	0	0	0	0	0
ENSG00000211884	0	0	0	0	0	0
ENSG00000211885	0	0	0	0	1	0
ENSG00000211886	6	0	0	0	0	0
ENSG00000211887	0	0	0	0	0	1
ENSG00000211888	0	0	0	0	1	0
ENSG00000211890	11	5	1	0	0	0
ENSG00000211891	6	6	1	2	3	0
ENSG00000211892	3	5	0	4	1	0
ENSG00000211893	11	5	0	6	2	0
ENSG00000211895	0	4	2	1	1	1
ENSG00000211896	0	0	0	3	5	0
ENSG00000211897	2	2	2	5	4	0
ENSG00000211898	0	1	1	2	0	0
ENSG00000211899	12	0	2	0	5	0
ENSG00000211900	0	0	0	0	0	0
ENSG00000211904	0	0	0	0	0	0
ENSG00000211905	0	0	0	0	0	7
ENSG00000211907	0	0	0	0	0	0
ENSG00000211909	0	0	0	0	0	0
ENSG00000211911	0	0	0	0	0	0
ENSG00000211912	0	0	0	0	0	0
ENSG00000211914	0	0	0	0	0	0
ENSG00000211915	0	0	0	0	0	0
ENSG00000211917	0	0	0	0	0	0
ENSG00000211918	0	0	0	0	0	0
ENSG00000211920	0	0	0	0	5	0
ENSG00000211921	0	0	0	1	2	0
ENSG00000211923	0	0	0	0	0	0
ENSG00000211924	0	0	0	0	0	0
ENSG00000211925	0	0	0	0	0	0
ENSG00000211928	0	0	0	0	0	0
ENSG00000211930	0	0	0	0	0	4
ENSG00000211931	0	2	1	0	0	0
ENSG00000211933	0	0	0	1	0	0
ENSG00000211934	0	0	0	0	0	0
ENSG00000211935	0	1	0	2	0	0
ENSG00000211937	0	0	0	2	4	0
ENSG00000211938	0	0	0	0	0	0
ENSG00000211941	0	0	0	0	0	0
ENSG00000211942	0	0	0	8	0	0
ENSG00000211943	0	0	0	0	0	0
ENSG00000211944	0	0	0	0	0	0
ENSG00000211945	0	0	0	0	0	0
ENSG00000211946	0	0	0	0	0	0
ENSG00000211947	0	1	0	0	0	1
ENSG00000211949	0	0	2	3	1	0
ENSG00000211950	0	3	0	2	0	0
ENSG00000211951	0	0	0	2	0	0
ENSG00000211952	0	0	0	1	0	1
ENSG00000211955	0	0	0	0	0	0
ENSG00000211956	0	0	0	0	0	0
ENSG00000211957	0	0	0	0	0	0
ENSG00000211958	0	4	0	0	1	0
ENSG00000211959	0	1	1	1	0	0
ENSG00000211961	0	0	0	0	0	0
ENSG00000211962	0	0	0	0	0	0
ENSG00000211964	0	0	0	0	0	0
ENSG00000211965	0	4	0	0	0	0
ENSG00000211966	0	1	0	1	0	0
ENSG00000211967	0	3	0	2	0	0
ENSG00000211968	0	2	1	0	0	0
ENSG00000211970	0	0	0	0	0	0
ENSG00000211972	0	0	0	0	0	0
ENSG00000211973	0	0	0	0	0	0
ENSG00000211974	0	0	0	1	0	0
ENSG00000211976	0	0	0	0	0	0
ENSG00000211978	11	0	0	1	0	0
ENSG00000211979	0	0	0	0	0	0
ENSG00000211991	0	1	0	0	0	0
ENSG00000211997	0	0	1	3	2	4
ENSG00000212013	0	0	0	0	0	0
ENSG00000212014	0	0	0	0	0	0
ENSG00000212017	0	4	1	0	0	0
ENSG00000212024	0	0	3	0	0	0
ENSG00000212027	0	0	0	0	0	0
ENSG00000212036	0	5	3	0	0	0
ENSG00000212040	0	0	0	0	0	0
ENSG00000212051	0	0	0	0	0	0
ENSG00000212100	0	0	0	0	0	0
ENSG00000212102	4	0	4	5	2	1
ENSG00000212122	0	0	0	0	0	0
ENSG00000212123	2	3	18	12	10	5
ENSG00000212124	0	13	9	17	3	6
ENSG00000212125	0	5	9	4	4	4
ENSG00000212126	1	2	10	3	0	2
ENSG00000212127	0	8	34	7	4	8
ENSG00000212128	5	2	10	12	0	6
ENSG00000212133	0	0	0	0	0	0
ENSG00000212134	0	0	0	0	0	0
ENSG00000212135	0	0	2	0	0	2
ENSG00000212136	0	0	0	1	0	0
ENSG00000212138	0	0	0	3	0	1
ENSG00000212140	3	0	1	0	0	0
ENSG00000212144	0	0	0	0	0	0
ENSG00000212145	0	0	0	0	0	0
ENSG00000212146	0	0	0	1	0	0
ENSG00000212147	0	0	0	0	0	0
ENSG00000212149	4	0	0	2	0	0
ENSG00000212153	0	0	0	0	0	0
ENSG00000212154	0	0	0	0	0	0
ENSG00000212156	0	0	0	0	1	0
ENSG00000212157	7	0	1	0	0	0
ENSG00000212158	0	0	0	0	1	0
ENSG00000212160	0	4	0	0	0	0
